Post ID,Post Text,clean_text,sentiment,predicted_sentiment,emotion,is_relevant,severity,Likes,Replies
vrmthr/DZx5N6lk4Lb,"Telat baca grup, tapi semoga saja salah. Karena seharian ini ga nemu konten² yang bertebaran soal guru yang memberi statmen dukung MBG.","telat baca grup, tapi semoga saja salah. karena seharian ini ga nemu konten² yang bertebaran soal guru yang memberi statmen dukung mbg.",neutral,neutral,confusion,True,low,4800,430
denimuary/DZzuFVcCfhg,Sama dapur MBG,sama dapur mbg,neutral,neutral,neutral,True,none,0,1
mr.poliang/DZzR50SEoP9,"Babak baru kasus MBG, Joko Susanto telah resmi ditetapkan sebagai Tersangka dari pihak pengusaha/kontraktor, sebagai calo proyek utama/perantara tender!","babak baru kasus mbg, joko susanto telah resmi ditetapkan sebagai tersangka dari pihak pengusaha/kontraktor, sebagai calo proyek utama/perantara tender!",negative,negative,anger,True,high,0,0
okydarmawanrizky/DZynqxLE2TT,"Sebelum ada wajib militer calon kopdes, sudah ada di program MBG, bahkan kami 3 bulan pendidikan militer, ada yang sampai 7 bulan. Selama itu kami tidak diberikan transparansi mau jadi apa? ditempatkan dimana? Gajinya berapa? dll. Terdengar mudah tapi jika belum merasakan tidak akan tau rasanya. Tapi itu namanya proses, klo mau sukses ya harus capek dulu, kalau kamu tau lebih dalam pasti kamu akan paham.","sebelum ada wajib militer calon kopdes, sudah ada di program mbg, bahkan kami 3 bulan pendidikan militer, ada yang sampai 7 bulan. selama itu kami tidak diberikan transparansi mau jadi apa? ditempatkan dimana? gajinya berapa? dll. terdengar mudah tapi jika belum merasakan tidak akan tau rasanya. tapi itu namanya proses, klo mau sukses ya harus capek dulu, kalau kamu tau lebih dalam pasti kamu akan paham.",negative,negative,frustration,True,medium,1,0
akome.mar16/DZzfFk4D3tI,"Lihatlah anak2 Indonesia jaman dahulu, generasi tanpa MBG.... Saat ini sudah jadi pejabat, pengusaha, penjilat, calon manajer toko kelontong, bahkan buzer. Fine2 saja.... Infrastruktur tuh benerin. Sekolah, Jalan, jembatan....bukan perutnya dibikin kenyang, ntar malah gak bisa mikir. Kenyang nggak, keracunan bisa. dahulukan idaerah 3T. 1 / 2 | Lihatlah anak2 Indonesia jaman dahulu, generasi tanpa MBG.... Saat ini sudah jadi pejabat, pengusaha, penjilat, calon manajer toko kelontong, bahkan buzer. Fine2 saja.... Infrastruktur tuh benerin. Sekolah, Jalan, jembatan....bukan perutnya dibikin kenyang, ntar malah gak bisa mikir. Kenyang nggak, keracunan bisa. dahulukan idaerah 3T.","lihatlah anak2 indonesia jaman dahulu, generasi tanpa mbg.... saat ini sudah jadi pejabat, pengusaha, penjilat, calon manajer toko kelontong, bahkan buzer. fine2 saja.... infrastruktur tuh benerin. sekolah, jalan, jembatan....bukan perutnya dibikin kenyang, ntar malah gak bisa mikir. kenyang nggak, keracunan bisa. dahulukan idaerah 3t. 1 / 2 | lihatlah anak2 indonesia jaman dahulu, generasi tanpa mbg.... saat ini sudah jadi pejabat, pengusaha, penjilat, calon manajer toko kelontong, bahkan buzer. fine2 saja.... infrastruktur tuh benerin. sekolah, jalan, jembatan....bukan perutnya dibikin kenyang, ntar malah gak bisa mikir. kenyang nggak, keracunan bisa. dahulukan idaerah 3t.",negative,negative,frustration,True,medium,0,1
tasyaira/DZzR4tAkRgJ,Kata Wowok silahkan go to Yaman 😀🤣 ..truss gak dapat MBG 😂,kata wowok silahkan go to yaman 😀🤣 ..truss gak dapat mbg 😂,mixed,neutral,neutral,True,none,0,0
manifesto.retorika/DZzuE0ugVsL,"Penyegelan ribuan motor listrik MBG jadi perhatian publik. Namun yang disorot adalah dugaan penyimpangan dalam pengadaan, bukan program makan bergizi untuk anak-anak. Pengawasan yang berjalan justru menjadi bagian penting untuk memastikan setiap program tetap transparan dan tepat sasaran.","penyegelan ribuan motor listrik mbg jadi perhatian publik. namun yang disorot adalah dugaan penyimpangan dalam pengadaan, bukan program makan bergizi untuk anak-anak. pengawasan yang berjalan justru menjadi bagian penting untuk memastikan setiap program tetap transparan dan tepat sasaran.",negative,positive,worry,True,medium,1,0
zmutaqin/DZyx-TtlEog,"Salah satu janji Pak Presiden adalah makan gratis. Tapi jangan lupa, janji Pak Presiden juga: Kesehatan, gratis. Sekolah, gratis. Transportasi, gratis. Malah minta dicatat agar kita ingatkan. Belum lagi janji 19 juta lapangan kerja, harga-harga turun dan rupiah turun. Kalau MBG mau diteruskan silakan, tap janji kampanye lain harus juga ditunaikan. Kalau janji lain tidak ditunaikan dan hanya dipilih mana yang akan menguntungkan, pantas warga marah.","salah satu janji pak presiden adalah makan gratis. tapi jangan lupa, janji pak presiden juga: kesehatan, gratis. sekolah, gratis. transportasi, gratis. malah minta dicatat agar kita ingatkan. belum lagi janji 19 juta lapangan kerja, harga-harga turun dan rupiah turun. kalau mbg mau diteruskan silakan, tap janji kampanye lain harus juga ditunaikan. kalau janji lain tidak ditunaikan dan hanya dipilih mana yang akan menguntungkan, pantas warga marah.",mixed,mixed,frustration,True,medium,1,0
de_ariant/DZxV4iPE8a5,Membalas @nurdiansyah9284 | @nurdiansyah9284 | Berhak nolak gak sih? kalau misal nolak konsekuensinya apa?,membalas | | berhak nolak gak sih? kalau misal nolak konsekuensinya apa?,neutral,neutral,confusion,True,low,5,4
z4hhhh/DZzfA9Pk5Gg,"Tetap ada peran dibawah2nya agar MBG KDKMP dan SR sesuai prioritas, tidak dipukul rata, dan anggarannya masuk akal","tetap ada peran dibawah2nya agar mbg kdkmp dan sr sesuai prioritas, tidak dipukul rata, dan anggarannya masuk akal",neutral,neutral,neutral,True,none,0,0
fauzanfauzan283/DZzCuT1EhL9,Membalas @ulyakediri | iku lak pemikiranmu.... lah kamu pikir MBG gaknpunya. dampat positif.... makanya mandi itu mata biar melek gak beleken.. 😁😁😁 Terjemahkan | iku lak pemikiranmu.... lah kamu pikir MBG gaknpunya. dampat positif.... makanya mandi itu mata biar melek gak beleken.. 😁😁😁,membalas | iku lak pemikiranmu.... lah kamu pikir mbg gaknpunya. dampat positif.... makanya mandi itu mata biar melek gak beleken.. 😁😁😁 terjemahkan | iku lak pemikiranmu.... lah kamu pikir mbg gaknpunya. dampat positif.... makanya mandi itu mata biar melek gak beleken.. 😁😁😁,positive,negative,satisfaction,True,none,0,1
wkinkartworkz/DZz4rdbEzgU,"Nah klo smpe anarki maka qta smua rugi... Sbnrnya permslhn MBG tdk sesimpel yg qt lihat... smua ini ada benang merah dgn smua program perinthan. Dri hilirisasi, suksesi swasembada lewat MBG dan kopdes, danatara, blok minyak, freeport... itu smua ada benang merah. Bila stu program terhnti maka akan mmpgruhi program lainnya.. 🙏","nah klo smpe anarki maka qta smua rugi... sbnrnya permslhn mbg tdk sesimpel yg qt lihat... smua ini ada benang merah dgn smua program perinthan. dri hilirisasi, suksesi swasembada lewat mbg dan kopdes, danatara, blok minyak, freeport... itu smua ada benang merah. bila stu program terhnti maka akan mmpgruhi program lainnya.. 🙏",neutral,neutral,worry,True,low,0,0
waonemperor/DZzKf_Ij14O,Membalas @z4hhhh | Pemerintahan Prabowo itu intinya ada di 3 flagship MGB KDKMP dan SR. Yang lain harus ngalah sama 3 prioritas tersebut.,membalas | pemerintahan prabowo itu intinya ada di 3 flagship mgb kdkmp dan sr. yang lain harus ngalah sama 3 prioritas tersebut.,neutral,neutral,neutral,True,none,1,1
prokhatulistiwa/DZzuDGCEt55,🇮🇩 Pontianak bersuara. | Program untuk rakyat harus berjalan. Kepercayaan publik harus dijaga. | Dukung yang bermanfaat. Awasi pelaksanaannya. Karena masa depan yang kuat dibangun dengan integritas. | Jangan hanya ramai saat viral. Tetap peduli. Tetap mengawal. | #Pontianak #FYP #Indonesia #mbg #news,🇮🇩 pontianak bersuara. | program untuk rakyat harus berjalan. kepercayaan publik harus dijaga. | dukung yang bermanfaat. awasi pelaksanaannya. karena masa depan yang kuat dibangun dengan integritas. | jangan hanya ramai saat viral. tetap peduli. tetap mengawal. | pontianak fyp indonesia mbg news,positive,positive,trust,True,none,0,0
isheoo/DZzR34hiTB2,"Akhirnya belakang TP kebagian mati lampu. Pas banget kan sore sore di hari sabtu, aktivitas perkantoran sudah selesai. Tepat 15.15 saatnya switch off. | Apa ini gangguan? Tidak. Ini mati lampu yg terstruktur, masif dan terencana karena apa? Lagi dan lagi MBG","akhirnya belakang tp kebagian mati lampu. pas banget kan sore sore di hari sabtu, aktivitas perkantoran sudah selesai. tepat 15.15 saatnya switch off. | apa ini gangguan? tidak. ini mati lampu yg terstruktur, masif dan terencana karena apa? lagi dan lagi mbg",negative,negative,frustration,True,medium,0,0
manwhocantbemoved__/DZywgDnj_b6,"Bisa dilihat kok. Kalo ada sodara atau kerabat dari TNI yg punya jabatan tinggi tapi ga ikut ngurusin MBG/gapunya dapur sppg, nah itu contoh aparat yg waras kak. Biasanya nular juga ke bawahannya buat ga ngurus MBG, soalnya mereka sadar ini tuh bukan program, tapi proyek.","bisa dilihat kok. kalo ada sodara atau kerabat dari tni yg punya jabatan tinggi tapi ga ikut ngurusin mbg/gapunya dapur sppg, nah itu contoh aparat yg waras kak. biasanya nular juga ke bawahannya buat ga ngurus mbg, soalnya mereka sadar ini tuh bukan program, tapi proyek.",negative,negative,frustration,True,medium,1,0
brianfadlifahmi/DZxcoz7kg62,Tiba-tiba kepikiran.. Kalian yang kerja di SPPG.. Sebelum ada MBG kalian kerja dimana yak?,tiba-tiba kepikiran.. kalian yang kerja di sppg.. sebelum ada mbg kalian kerja dimana yak?,neutral,neutral,curiosity,True,none,157,39
cateringtegal/DZzAfmjHxPb,"Ada wa masuk... | Lalu bercerita, dll Lalu diakhir cerita bilang, untung saya tidak ikut dapur MBG | Ujung ujungnya... Nawarin produk Barang kali dapur nya mau ambil sembako dan lain lain | Katanya untuk harga dan pembayaran nanti bisa diatur 😴😴😴 | Bentar, tak tidur siang dulu... Besok kapan kapan kita ngobrol lagi","ada wa masuk... | lalu bercerita, dll lalu diakhir cerita bilang, untung saya tidak ikut dapur mbg | ujung ujungnya... nawarin produk barang kali dapur nya mau ambil sembako dan lain lain | katanya untuk harga dan pembayaran nanti bisa diatur 😴😴😴 | bentar, tak tidur siang dulu... besok kapan kapan kita ngobrol lagi",negative,neutral,disappointment,True,low,0,0
luoyishjx/DZxCVaigTE9,"Membalas @asdichan | Heyyy km asbun?? Justru bertambah lhoooo! Bandingin aja dari 2024 ke 2025 aja bertambah.. Justru jaman srimulyani dana bansos sampe 500T perbulan banyak yg ga tepat sasaran, nah itu dana dialihkan ke MBG sebesar 300T.. Dana BOS aja gak berkurang samsek..","membalas | heyyy km asbun?? justru bertambah lhoooo! bandingin aja dari 2024 ke 2025 aja bertambah.. justru jaman srimulyani dana bansos sampe 500t perbulan banyak yg ga tepat sasaran, nah itu dana dialihkan ke mbg sebesar 300t.. dana bos aja gak berkurang samsek..",positive,negative,trust,True,none,6,3
lely_raeber/DZynpKLE6tu,"Saya setuju dgn anda , bahkan kemendikbud di situs resminya jg bilang mbg tdk ambil dr dana pendidikan","saya setuju dgn anda , bahkan kemendikbud di situs resminya jg bilang mbg tdk ambil dr dana pendidikan",positive,positive,satisfaction,True,none,0,0
ritaangelita14/DZzR3TUFIRa,"Mbg soreeee,,, | #menuseaadanya #ongsengkangkung #gorengikantempegoreng","mbg soreeee,,, | menuseaadanya ongsengkangkung gorengikantempegoreng",neutral,positive,neutral,True,none,0,0
fleurslysa_/DZz4L9klNwJ,"Halo warga threads, kalian pilih mati lampu atau stop mbg","halo warga threads, kalian pilih mati lampu atau stop mbg",neutral,neutral,neutral,True,none,0,2
lindaavrr/DZz4qNnExtB,Stop mbg deh nying,stop mbg deh nying,negative,negative,frustration,True,low,0,0
thio1047/DZ0AhG8E9me,Membalas @adityakumoro | @adityakumoro | contohnya program apa ???,membalas | | contohnya program apa ???,neutral,neutral,confusion,True,none,0,1
_syauqiall/DZywdocEtH0,"awalnya aja prabowo gatau tuh MBG mau pake duit apa. Awalnya dibilang dari dana istimewa ujung""nya mangkas pendidikan dan kesehatan","awalnya aja prabowo gatau tuh mbg mau pake duit apa. awalnya dibilang dari dana istimewa ujung""nya mangkas pendidikan dan kesehatan",negative,negative,frustration,True,medium,0,0
ahmadalimuddin_/DZwx5dgmqk2,Benarkah MBG gak ada dialog & FGD sejak awal?? Gimana menurut kalian? | #viral #virdian #inews #mbg #bangalim,benarkah mbg gak ada dialog & fgd sejak awal?? gimana menurut kalian? | viral virdian inews mbg bangalim,mixed,mixed,confusion,True,low,19,55
adityakumoro/DZ0DD9FCdJN,"Ya cth kaya BLT,PKH,trus bpjs gratis utk lansia,itu kan data gunain data sensus jg pastinya,bkn gak mngkn program MBG jg bisa dirampingkan dr data sensus terbaru jd penerima MBG ya emng yg berhak aja gak semua,gak kepikiran?klo mikirnya negatif trus psti gak mikir kesitu sih","ya cth kaya blt,pkh,trus bpjs gratis utk lansia,itu kan data gunain data sensus jg pastinya,bkn gak mngkn program mbg jg bisa dirampingkan dr data sensus terbaru jd penerima mbg ya emng yg berhak aja gak semua,gak kepikiran?klo mikirnya negatif trus psti gak mikir kesitu sih",neutral,neutral,neutral,True,none,0,0
slepet.again/DZze-tpGeiL,"boleh saja Kan jadwalnya libur sabtu senin sd jumat adalah kirim ompreng ke sekolah, kalau senin sd jumat sengaja tidak kirim dengan alasan demo tentu sppg kena suspend, kasihan kan. Maka dipilih demo di hari sabtu, karena mereka libur Jika disuspend, relawan tidak dapat gaji, sppg mandeg. Apakah mereka penerima manfaat MBG? Jelas bukan","boleh saja kan jadwalnya libur sabtu senin sd jumat adalah kirim ompreng ke sekolah, kalau senin sd jumat sengaja tidak kirim dengan alasan demo tentu sppg kena suspend, kasihan kan. maka dipilih demo di hari sabtu, karena mereka libur jika disuspend, relawan tidak dapat gaji, sppg mandeg. apakah mereka penerima manfaat mbg? jelas bukan",neutral,neutral,neutral,True,none,0,1
eritwain/DZzL0qwEuNm,"Dampak positif MBG pasti ada, tapi banyakan mana antara manfaat dan mudharatnya? 😂","dampak positif mbg pasti ada, tapi banyakan mana antara manfaat dan mudharatnya? 😂",mixed,mixed,confusion,True,low,1,2
rafi_furniture1/DZzQqzjmmoB,Membalas @fajar_agustan_law_and_notaries | @fajar_agustan_law_and_notaries | Yg saya tanyakan apakah anak yg di Vidio itu stunting ?? Apakah semua anak itu stunting hingga semua sekolah baik negri maupun swasta mau yg sekolah elitpun dapat MBG ??,membalas | | yg saya tanyakan apakah anak yg di vidio itu stunting ?? apakah semua anak itu stunting hingga semua sekolah baik negri maupun swasta mau yg sekolah elitpun dapat mbg ??,neutral,neutral,confusion,True,low,0,1
rlina839/DZzt-2eDzGt,"Saya sebelumnya mengganggur krn habis terkena PHK efek efisiensi, sudah melamar kesana kemari tidak dapat krn batasan usia, sudah pernah coba jualan tp tidak laku,bingung krn harus menghidupi 3 anak dan tidak ada suami, alhamdulillah skrng keterima kerja di MBG jd ada pemasukan untuk bayar sekolah dan biaya hidup lainnya","saya sebelumnya mengganggur krn habis terkena phk efek efisiensi, sudah melamar kesana kemari tidak dapat krn batasan usia, sudah pernah coba jualan tp tidak laku,bingung krn harus menghidupi 3 anak dan tidak ada suami, alhamdulillah skrng keterima kerja di mbg jd ada pemasukan untuk bayar sekolah dan biaya hidup lainnya",positive,mixed,joy,True,none,0,0
malangraya_info/DZzRxexkW3U,"MALANG – Ribuan peserta Apel Akbar dan Senam Bersama Simpatisan Makan Bergizi Gratis (MBG) Malang Raya mendeklarasikan tiga pernyataan sikap sebagai bentuk dukungan terhadap keberlanjutan program unggulan Presiden Prabowo Subianto. Deklarasi digelar di Alun-Alun Tugu Kota Malang, Sabtu (20/6/2026), dan diikuti petani, peternak, pelaku UMKM, relawan, mitra Badan Gizi Nasional (BGN), hingga berbagai elemen masyarakat. 1 / 6 | MALANG – Ribuan peserta Apel Akbar dan Senam Bersama Simpatisan Makan Bergizi Gratis (MBG) Malang Raya mendeklarasikan tiga pernyataan sikap sebagai bentuk dukungan terhadap keberlanjutan program unggulan Presiden Prabowo Subianto. Deklarasi digelar di Alun-Alun Tugu Kota Malang, Sabtu (20/6/2026), dan diikuti petani, peternak, pelaku UMKM, relawan, mitra Badan Gizi Nasional (BGN), hingga berbagai elemen masyarakat.","malang – ribuan peserta apel akbar dan senam bersama simpatisan makan bergizi gratis (mbg) malang raya mendeklarasikan tiga pernyataan sikap sebagai bentuk dukungan terhadap keberlanjutan program unggulan presiden prabowo subianto. deklarasi digelar di alun-alun tugu kota malang, sabtu (20/6/2026), dan diikuti petani, peternak, pelaku umkm, relawan, mitra badan gizi nasional (bgn), hingga berbagai elemen masyarakat. 1 / 6 | malang – ribuan peserta apel akbar dan senam bersama simpatisan makan bergizi gratis (mbg) malang raya mendeklarasikan tiga pernyataan sikap sebagai bentuk dukungan terhadap keberlanjutan program unggulan presiden prabowo subianto. deklarasi digelar di alun-alun tugu kota malang, sabtu (20/6/2026), dan diikuti petani, peternak, pelaku umkm, relawan, mitra badan gizi nasional (bgn), hingga berbagai elemen masyarakat.",positive,positive,trust,True,none,0,8
sriharyadi100/DZze-QuEdtg,"Bro yg punya program tolol mbg cuma 02 , sekarang yg bikin boncos apbn ya program tolol itu , paham","bro yg punya program tolol mbg cuma 02 , sekarang yg bikin boncos apbn ya program tolol itu , paham",negative,negative,anger,True,high,0,1
kilas.pasuruan_/DZx1rj-jb0q,"Gak main-main, Rek! Ewonan relawan SPPG Jogja langsung mudun nang dalan Titik Nol Kilometer. Gak trimo jarene lek program Makan Bergizi Gratis (MBG) dibubarno utowo diutik-utik. Jarene relawan, ""Sistem rusak sek iso didandani, tapi lek pakaryan ilang, kate golek nang endi?"" Ndukung gak sampeyan ambek program iki? 🤔 | Hashtags: #demojogja #makanbergizigratis Terjemahkan | Hashtags: #demojogja #makanbergizigratis","gak main-main, rek! ewonan relawan sppg jogja langsung mudun nang dalan titik nol kilometer. gak trimo jarene lek program makan bergizi gratis (mbg) dibubarno utowo diutik-utik. jarene relawan, ""sistem rusak sek iso didandani, tapi lek pakaryan ilang, kate golek nang endi?"" ndukung gak sampeyan ambek program iki? 🤔 | hashtags: demojogja makanbergizigratis terjemahkan | hashtags: demojogja makanbergizigratis",positive,positive,trust,True,medium,37,49
nitnut_25/DZzt-NYE96Y,Karyawan MBG sadar gak sih gaji dia dari uang rakyat. Dan sekarang banyak rakyat yg gak ridho uangnya untuk MBG ? | Jadi jatuhnya haram dong itu gaji ?,karyawan mbg sadar gak sih gaji dia dari uang rakyat. dan sekarang banyak rakyat yg gak ridho uangnya untuk mbg ? | jadi jatuhnya haram dong itu gaji ?,negative,negative,anger,True,high,0,0
uwita_ta/DZzEKEBk0DW,Nyuci omprengan mbg...,nyuci omprengan mbg...,neutral,neutral,neutral,True,none,1,0
drg_yurika/DZzsVX3gces,Pelatihan terbodoh yang pernah saya saksikan. Tujuan & manfaatnya apa coba? 🤌🏻🤌🏻🤌🏻 | dr.gregorybudiman,pelatihan terbodoh yang pernah saya saksikan. tujuan & manfaatnya apa coba? 🤌🏻🤌🏻🤌🏻 | dr.gregorybudiman,negative,neutral,frustration,True,medium,575,159
mina_sihombing_/DZzARN8FKmP,Sekarang MBG nya ikan lele goreng dan bayam jagung 🤗 Markimak weee.....,sekarang mbg nya ikan lele goreng dan bayam jagung 🤗 markimak weee.....,positive,neutral,joy,True,none,0,0
savendaputri/DZyvmzhiTnm,"Membalas @mbanana748 | Kalau peraturan sekarang kalau sekolah libur MBG juga libur, kalau dulu memang iya anak libur MBG tetap jalan yang penting SPPG dan BGN mau evaluasi dan tidak anti kritik, sekarang pun sekolah libur udah gak dapat MBG kan? Malah sekarang yang protes para mitra dan pekerja dapur MBG karena mereka jadinya gak punya penghasilan karena MBG libur, program pemerintah di mana-mana pasti ada yang pro dan kontra itu wajar, tapi dilihat dari efek mikro dan makro ekonomi dari adanya MBG ini sangat besar.","membalas | kalau peraturan sekarang kalau sekolah libur mbg juga libur, kalau dulu memang iya anak libur mbg tetap jalan yang penting sppg dan bgn mau evaluasi dan tidak anti kritik, sekarang pun sekolah libur udah gak dapat mbg kan? malah sekarang yang protes para mitra dan pekerja dapur mbg karena mereka jadinya gak punya penghasilan karena mbg libur, program pemerintah di mana-mana pasti ada yang pro dan kontra itu wajar, tapi dilihat dari efek mikro dan makro ekonomi dari adanya mbg ini sangat besar.",mixed,mixed,frustration,True,medium,0,1
fajar_agustan_law_and_notaries/DZzR16vEyGu,"Apakah persentasi stunting anak hanya bisa ditentukan oleh 1 video saja? Dan apakah anda yakin semua anak yang divideo itu tidak ada yang stunting? Dan sekolah itu bisa menolak MBG, apalagi sekolah elit swasta.","apakah persentasi stunting anak hanya bisa ditentukan oleh 1 video saja? dan apakah anda yakin semua anak yang divideo itu tidak ada yang stunting? dan sekolah itu bisa menolak mbg, apalagi sekolah elit swasta.",negative,negative,frustration,True,medium,0,1
iin_hendrawan/DZyunt4IKZW,Membalas @one_oca | Ko bisa si mereka joget2 gitu sementara rakyatnya susah😩😩,membalas | ko bisa si mereka joget2 gitu sementara rakyatnya susah😩😩,negative,negative,frustration,True,medium,46,2
dr.gregorybudiman/DZzgsHhE0Pc,Pelatihan terbodoh yang pernah saya saksikan. Tujuan & manfaatnya apa coba? 🤌🏻🤌🏻🤌🏻,pelatihan terbodoh yang pernah saya saksikan. tujuan & manfaatnya apa coba? 🤌🏻🤌🏻🤌🏻,negative,neutral,frustration,True,high,575,159
nudyarizki/DZzQ2h1EipW,"Membalas @kristina_nola | @kristina_nola | Makanya harus lebih ke tepat sasaran, dan emang harus dievaluasi lagi. Sekolah rakyat itu buat yang bener2 pinggiran mbak, mungkin yg udah ga punya sodara yang bisa ngurusin karena itu kayak asrama, bener2 dididik bukan kayak negeri yg masih bisa pulang ke ortu. Sekolah negeri kan gratis mbak, kecuali swasta.","membalas | | makanya harus lebih ke tepat sasaran, dan emang harus dievaluasi lagi. sekolah rakyat itu buat yang bener2 pinggiran mbak, mungkin yg udah ga punya sodara yang bisa ngurusin karena itu kayak asrama, bener2 dididik bukan kayak negeri yg masih bisa pulang ke ortu. sekolah negeri kan gratis mbak, kecuali swasta.",neutral,negative,neutral,True,none,0,1
dewideyass/DZz4oTnlJEv,"duit kita rakyat,rakyat kita ditindas dengan pajak..pajak ribuan triliyun itu masuk kantong anggota dpr penguasa dan pejabat pmrintahan mbg dan ini lagi,buat gaji smua yg dipmrintaham...umr mini,tp harga2 melambung tinggi","duit kita rakyat,rakyat kita ditindas dengan pajak..pajak ribuan triliyun itu masuk kantong anggota dpr penguasa dan pejabat pmrintahan mbg dan ini lagi,buat gaji smua yg dipmrintaham...umr mini,tp harga2 melambung tinggi",negative,negative,anger,True,high,0,0
i.am.herry.xie/DZzAQ-1kRwG,Lah kalau ga di pajakin… itu fasilitas dan tunjangan pejabat … mbg… kopdes … dari manaaaa uangnyaaaa… tour kunjungan ke luar negeri siapa yang mau bayarrrrr,lah kalau ga di pajakin… itu fasilitas dan tunjangan pejabat … mbg… kopdes … dari manaaaa uangnyaaaa… tour kunjungan ke luar negeri siapa yang mau bayarrrrr,negative,negative,frustration,True,medium,1,1
rumayshahh/DZzWNLLj2OU,"Tadi pagi tanteku yg kerja di dapur MBG ngajakin aku buat ikut demo didepan kantor bupati Lumajang hari Senin pagi, Emang iya ya? MBG mau ditutup permanen? Dapur MBG pas depan rumahku aja baru jadi, belum beroperasi, 🤔","tadi pagi tanteku yg kerja di dapur mbg ngajakin aku buat ikut demo didepan kantor bupati lumajang hari senin pagi, emang iya ya? mbg mau ditutup permanen? dapur mbg pas depan rumahku aja baru jadi, belum beroperasi, 🤔",mixed,neutral,surprise,True,low,6,14
mbanana748/DZywcvngXrl,"silahkan untuk yang membutuhkan, dilanjutkan sbg peenrima... tp dengan sistem sekarsng.. dimana ada mitra MBG, yg sdh mengeluarkan banyak modal untuk membangun SPPG, akan lbh banyak dana terbuang dbanding yg diambil manfaatnya..","silahkan untuk yang membutuhkan, dilanjutkan sbg peenrima... tp dengan sistem sekarsng.. dimana ada mitra mbg, yg sdh mengeluarkan banyak modal untuk membangun sppg, akan lbh banyak dana terbuang dbanding yg diambil manfaatnya..",negative,negative,worry,True,medium,0,1
kim.jong_ul/DZzt-GJHzYn,4. Jaksa 5. Hakim 6. Bagian dari MBG dan KDMP,4. jaksa 5. hakim 6. bagian dari mbg dan kdmp,neutral,neutral,neutral,True,none,0,0
nino_adv88/DZze6kHkgIA,Kayaknya ga ada susah belum terlalu DIMISKINKAN Lah harga diri rakyatnya masih bisa disuap MBG BANSOS DLL,kayaknya ga ada susah belum terlalu dimiskinkan lah harga diri rakyatnya masih bisa disuap mbg bansos dll,negative,negative,frustration,True,medium,0,0
kristina_nola/DZzR0ifnfSt,"Maaf kesannya jadi proyek untuk beberapa orang seperti MBG dan sekolah rakyat. Kaya MBG dari pada MBG harus sewa dapur MBG dll mending biarkan sekolah yang urus , jadi kan untuk biaya dapur MBG tidak perlu , sekolah rakyat juga kan bisa dari sekolah negeri yang ada di buatkan asramanya jadi mereka sekolah bersama seperti siswa umumnya bagi yang gak mampu atau yatim bisa di asrama nya tidak perlu Bagun lagi sekolah rakyat yg dananya Triliunan","maaf kesannya jadi proyek untuk beberapa orang seperti mbg dan sekolah rakyat. kaya mbg dari pada mbg harus sewa dapur mbg dll mending biarkan sekolah yang urus , jadi kan untuk biaya dapur mbg tidak perlu , sekolah rakyat juga kan bisa dari sekolah negeri yang ada di buatkan asramanya jadi mereka sekolah bersama seperti siswa umumnya bagi yang gak mampu atau yatim bisa di asrama nya tidak perlu bagun lagi sekolah rakyat yg dananya triliunan",negative,negative,frustration,True,medium,0,1
youur_l0vernzaa/DZyt_SaETgm,Keren libur panjang pasti banyak yang liburan Tapi tetap was was agak payah pertalite Kira kira MBG di libur kan juga atau di rapel kayak waktu di bulan puasa kemarin,keren libur panjang pasti banyak yang liburan tapi tetap was was agak payah pertalite kira kira mbg di libur kan juga atau di rapel kayak waktu di bulan puasa kemarin,neutral,mixed,confusion,True,low,0,0
afa_gypsum/DZzfuqumhUP,"Jampidsus Kejagung RI telah menetapkan satu orang tersangka baru dalam kasus dugaan korupsi tata kelola MBG pasca-pemeriksaan saksi-saksi. Tersangka berinisial GHS merupakan pihak swasta. | ""Berdasarkan pemeriksaan saksi-saksi, ditetapkan satu tersangka baru berinisial GHS,"" ujar Kapuspenkum Kejagung RI, Anang Supriatna kepada wartawan, Kamis (18/6/2026).","jampidsus kejagung ri telah menetapkan satu orang tersangka baru dalam kasus dugaan korupsi tata kelola mbg pasca-pemeriksaan saksi-saksi. tersangka berinisial ghs merupakan pihak swasta. | ""berdasarkan pemeriksaan saksi-saksi, ditetapkan satu tersangka baru berinisial ghs,"" ujar kapuspenkum kejagung ri, anang supriatna kepada wartawan, kamis (18/6/2026).",negative,negative,disappointment,True,high,0,0
paparoads_hc/DZy6DiLGb4n,"pemkotmalang | Itu depan kantor walikota katanya demo malah di fasilitasi ! Pesertanya pemilik dapur MBG,PNS ,dan pegawai MBG!!! Fuck!!! Demo rakyat kau lawan demo pendukung KORUPSI kau layani bahkan fasilitasi panggung megah!!! Ini demo apa kampanye pilpres??? Fuck kalian para pemilik dapur MBG dan peserta kampanye di Pemkot malang hari ini!!! Fix pemerintah dan polisi mendukung dan melindungi praktek KORUPSI MASSAL !!","pemkotmalang | itu depan kantor walikota katanya demo malah di fasilitasi ! pesertanya pemilik dapur mbg,pns ,dan pegawai mbg!!! fuck!!! demo rakyat kau lawan demo pendukung korupsi kau layani bahkan fasilitasi panggung megah!!! ini demo apa kampanye pilpres??? fuck kalian para pemilik dapur mbg dan peserta kampanye di pemkot malang hari ini!!! fix pemerintah dan polisi mendukung dan melindungi praktek korupsi massal !!",negative,negative,anger,True,high,0,0
